accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0.6994535326957703,0.9037607312202454,0.8920753598213196,0.8231453895568848,0.5413739085197449,0.73046875,0.9320291876792908,0.7494667172431946,0.895668089389801,0.573437511920929
0.7340882420539856,0.9323880672454834,0.7351912260055542,0.8457502722740173,0.6294416189193726,0.7582031488418579,0.9427565932273865,0.6760827898979187,0.8548718094825745,0.651171863079071
0.7727450132369995,0.9448537230491638,0.6570948362350464,0.8499034643173218,0.6876220107078552,0.770703136920929,0.9475460648536682,0.6406700611114502,0.8549019694328308,0.6812499761581421
0.8363920450210571,0.9709051251411438,0.4717172384262085,0.8800350427627563,0.7848496437072754,0.8393903970718384,0.9683221578598022,0.4909977912902832,0.8697694540023804,0.7960140705108643
0.9246388077735901,0.9880840182304382,0.27592840790748596,0.9403838515281677,0.8992580771446228,0.8804687261581421,0.9778019189834595,0.4043962359428406,0.9003281593322754,0.857421875
0.9500195384025574,0.9927883744239807,0.18773023784160614,0.9590131044387817,0.9410386681556702,0.887890636920929,0.9798580408096313,0.37533748149871826,0.9115478992462158,0.8695312738418579
0.9722764492034912,0.9961667656898499,0.11909102648496628,0.9752553105354309,0.9695431590080261,0.9038686752319336,0.9793257117271423,0.3779163360595703,0.9175801873207092,0.88315749168396
0.9804763793945312,0.9975259900093079,0.08607405424118042,0.9827044010162354,0.976181149482727,0.8988281488418579,0.9834627509117126,0.3241869807243347,0.929896891117096,0.880859375
0.9804763793945312,0.9975408315658569,0.08016926050186157,0.9827315807342529,0.9777430891990662,0.908203125,0.9851228594779968,0.33236265182495117,0.9196642637252808,0.8988281488418579
0.9875048995018005,0.99803227186203,0.056490324437618256,0.987500011920929,0.987114429473877,0.9148104786872864,0.9865718483924866,0.29986846446990967,0.9337349534034729,0.9085580110549927
0.9863334894180298,0.9992498755455017,0.04424067214131355,0.9874853491783142,0.9859430193901062,0.916015625,0.9852716326713562,0.3329135477542877,0.9250398874282837,0.90625
0.987114429473877,0.9992373585700989,0.048898350447416306,0.9878764152526855,0.9863334894180298,0.9140625,0.9858227968215942,0.2966678738594055,0.9338412284851074,0.9097656011581421
0.987114429473877,0.9990047216415405,0.04676242172718048,0.987099289894104,0.9859430193901062,0.9175459146499634,0.9852856397628784,0.3266534209251404,0.9220165610313416,0.9148104786872864
0.9906286597251892,0.999591052532196,0.03335440531373024,0.9906286597251892,0.9906286597251892,0.919140636920929,0.9851425290107727,0.3167460560798645,0.9269841313362122,0.9125000238418579
0.9839906096458435,0.9996128082275391,0.04016578197479248,0.9851388335227966,0.9836001396179199,0.916796863079071,0.9794598817825317,0.3538132309913635,0.9239001274108887,0.9105468988418579
0.9878953695297241,0.9991764426231384,0.034130945801734924,0.98828125,0.9878953695297241,0.9237983822822571,0.9879704713821411,0.30482321977615356,0.928174614906311,0.9140289425849915
0.9910191297531128,0.9999255537986755,0.025324102491140366,0.991406261920929,0.9910191297531128,0.920703113079071,0.9873536229133606,0.2919592261314392,0.9299083948135376,0.912109375
0.9839906096458435,0.9995714426040649,0.04048581421375275,0.9843689203262329,0.9836001396179199,0.92578125,0.9858323931694031,0.2889772951602936,0.9323576092720032,0.920703113079071
0.9843810796737671,0.9996446967124939,0.037517692893743515,0.9843810796737671,0.9843810796737671,0.9187182784080505,0.9883782267570496,0.27191558480262756,0.9286283850669861,0.9101211428642273
0.987114429473877,0.9996732473373413,0.026580732315778732,0.9878858923912048,0.987114429473877,0.924609363079071,0.9858838319778442,0.2915578782558441,0.9252077341079712,0.913281261920929
0.989847719669342,0.9999444484710693,0.022730747237801552,0.989847719669342,0.989847719669342,0.921093761920929,0.9879494905471802,0.27944809198379517,0.9295101761817932,0.9117187261581421
0.9875048995018005,0.9999223947525024,0.025231024250388145,0.9878858923912048,0.987114429473877,0.921844482421875,0.9873052835464478,0.2977531850337982,0.9308700561523438,0.9155920147895813
0.9882858395576477,0.9999305009841919,0.02554183267056942,0.9886674284934998,0.9878953695297241,0.9253906011581421,0.9875645637512207,0.28044039011001587,0.9395031929016113,0.916015625
0.9875048995018005,0.9999334812164307,0.02308771386742592,0.9875048995018005,0.9875048995018005,0.920703113079071,0.9864491820335388,0.30534178018569946,0.9315286874771118,0.9140625
0.9910191297531128,0.9999423623085022,0.02163466066122055,0.9913995265960693,0.9902381896972656,0.9230167865753174,0.9844179749488831,0.3420909643173218,0.9239904880523682,0.9120750427246094
0.9886763095855713,0.999947190284729,0.02040867693722248,0.9894490242004395,0.9886763095855713,0.9203125238418579,0.9870612025260925,0.30671340227127075,0.9298525452613831,0.911328136920929
0.9921905398368835,0.9999579787254333,0.018764685839414597,0.9921875,0.99180006980896,0.9214843511581421,0.9856632351875305,0.32046404480934143,0.9266746044158936,0.913281261920929
0.9894572496414185,0.9999460577964783,0.02024809643626213,0.9894572496414185,0.9894572496414185,0.9194998145103455,0.9840256571769714,0.3178252875804901,0.9214990139007568,0.9128565788269043
0.9875048995018005,0.9999288320541382,0.024311453104019165,0.9878906011581421,0.9875048995018005,0.922656238079071,0.9849441647529602,0.3167220950126648,0.9266746044158936,0.913281261920929
0.9925810098648071,0.9999647736549377,0.017739739269018173,0.9925781488418579,0.9921905398368835,0.921875,0.9871602058410645,0.294973760843277,0.9292246699333191,0.912890613079071
0.9890667796134949,0.9999428391456604,0.01947399042546749,0.989835798740387,0.9886763095855713,0.921844482421875,0.9865831136703491,0.31087401509284973,0.928034782409668,0.9171551465988159
0.9882858395576477,0.9999368786811829,0.020526671782135963,0.9882858395576477,0.9882858395576477,0.9195312261581421,0.9848079085350037,0.33120355010032654,0.9243499040603638,0.9164062738418579
0.9867239594459534,0.9999343752861023,0.021750418469309807,0.9867239594459534,0.9867239594459534,0.922656238079071,0.986585795879364,0.30471310019493103,0.9266164302825928,0.9125000238418579
0.9890667796134949,0.9999414086341858,0.020299354568123817,0.9894490242004395,0.9886763095855713,0.9241891503334045,0.9874535202980042,0.29440391063690186,0.9314851760864258,0.919109046459198
0.9910191297531128,0.9999513030052185,0.019432183355093002,0.991015613079071,0.9906286597251892,0.91796875,0.9868457317352295,0.2917702794075012,0.9303066730499268,0.9125000238418579
0.9886763095855713,0.9999393224716187,0.02081584557890892,0.989062488079071,0.9886763095855713,0.918749988079071,0.986930787563324,0.3133222758769989,0.9258818626403809,0.9125000238418579
0.9906286597251892,0.9999528527259827,0.017208222299814224,0.9906286597251892,0.9906286597251892,0.9257522225379944,0.985640287399292,0.31502845883369446,0.9314194321632385,0.9128565788269043
0.987114429473877,0.9999248385429382,0.022751405835151672,0.9878858923912048,0.987114429473877,0.9203125238418579,0.987170398235321,0.2928771674633026,0.9368505477905273,0.9156249761581421
0.9878953695297241,0.999933123588562,0.020357517525553703,0.98828125,0.9878953695297241,0.922656238079071,0.9842991232872009,0.32528871297836304,0.9270420074462891,0.913281261920929
0.9906286597251892,0.9999481439590454,0.020726369693875313,0.9906213283538818,0.989847719669342,0.9226260185241699,0.9887088537216187,0.27624422311782837,0.9322168827056885,0.9136381149291992
0.9886763095855713,0.9999353885650635,0.019433340057730675,0.9886763095855713,0.9886763095855713,0.9253906011581421,0.9868026971817017,0.31050819158554077,0.9311023354530334,0.923828125
0.989847719669342,0.9999496936798096,0.017464356496930122,0.9902305603027344,0.9894572496414185,0.918749988079071,0.9857446551322937,0.3174630403518677,0.9256623387336731,0.9144531488418579
0.9914095997810364,0.9999544024467468,0.016766110435128212,0.991406261920929,0.9910191297531128,0.9280968904495239,0.985934317111969,0.306645929813385,0.933782696723938,0.9202813506126404
0.9906286597251892,0.9999493956565857,0.017819013446569443,0.9906286597251892,0.9906286597251892,0.9234374761581421,0.9863839149475098,0.3112400770187378,0.9309119582176208,0.921093761920929
0.989847719669342,0.9999536275863647,0.017496632412075996,0.9898437261581421,0.9894572496414185,0.9234374761581421,0.986202597618103,0.327110230922699,0.9272152185440063,0.9156249761581421
0.9890667796134949,0.9999428391456604,0.01947399042546749,0.989835798740387,0.9886763095855713,0.921844482421875,0.9865831136703491,0.31087401509284973,0.928034782409668,0.9171551465988159
0.9890667796134949,0.9999428391456604,0.01947399042546749,0.989835798740387,0.9886763095855713,0.921844482421875,0.9865831136703491,0.31087401509284973,0.928034782409668,0.9171551465988159
0.9882858395576477,0.9999368786811829,0.020526671782135963,0.9882858395576477,0.9882858395576477,0.9195312261581421,0.9848079085350037,0.33120355010032654,0.9243499040603638,0.9164062738418579
0.9867239594459534,0.9999343752861023,0.021750418469309807,0.9867239594459534,0.9867239594459534,0.922656238079071,0.986585795879364,0.30471310019493103,0.9266164302825928,0.9125000238418579
0.9890667796134949,0.9999414086341858,0.020299354568123817,0.9894490242004395,0.9886763095855713,0.9241891503334045,0.9874535202980042,0.29440391063690186,0.9314851760864258,0.919109046459198
0.9910191297531128,0.9999513030052185,0.019432183355093002,0.991015613079071,0.9906286597251892,0.91796875,0.9868457317352295,0.2917702794075012,0.9303066730499268,0.9125000238418579
0.9886763095855713,0.9999393224716187,0.02081584557890892,0.989062488079071,0.9886763095855713,0.918749988079071,0.986930787563324,0.3133222758769989,0.9258818626403809,0.9125000238418579
0.9906286597251892,0.9999528527259827,0.017208222299814224,0.9906286597251892,0.9906286597251892,0.9257522225379944,0.985640287399292,0.31502845883369446,0.9314194321632385,0.9128565788269043
0.987114429473877,0.9999248385429382,0.022751405835151672,0.9878858923912048,0.987114429473877,0.9203125238418579,0.987170398235321,0.2928771674633026,0.9368505477905273,0.9156249761581421
0.9878953695297241,0.999933123588562,0.020357517525553703,0.98828125,0.9878953695297241,0.922656238079071,0.9842991232872009,0.32528871297836304,0.9270420074462891,0.913281261920929
0.9906286597251892,0.9999481439590454,0.020726369693875313,0.9906213283538818,0.989847719669342,0.9226260185241699,0.9887088537216187,0.27624422311782837,0.9322168827056885,0.9136381149291992
0.9886763095855713,0.9999353885650635,0.019433340057730675,0.9886763095855713,0.9886763095855713,0.9253906011581421,0.9868026971817017,0.31050819158554077,0.9311023354530334,0.923828125
0.989847719669342,0.9999496936798096,0.017464356496930122,0.9902305603027344,0.9894572496414185,0.918749988079071,0.9857446551322937,0.3174630403518677,0.9256623387336731,0.9144531488418579
0.9914095997810364,0.9999544024467468,0.016766110435128212,0.991406261920929,0.9910191297531128,0.9280968904495239,0.985934317111969,0.306645929813385,0.933782696723938,0.9202813506126404
0.9906286597251892,0.9999493956565857,0.017819013446569443,0.9906286597251892,0.9906286597251892,0.9234374761581421,0.9863839149475098,0.3112400770187378,0.9309119582176208,0.921093761920929
0.989847719669342,0.9999536275863647,0.017496632412075996,0.9898437261581421,0.9894572496414185,0.9234374761581421,0.986202597618103,0.327110230922699,0.9272152185440063,0.9156249761581421
